,overall_qual,exter_qual,tot_liv_area,kitchen_qual,garage_area,1st_flr_sf,year_remod/add,fireplace_qu,full_bath,totrms_abvgrd,heating_qc,sale_type,exterior_1st,neighborhood,1.5Fin,1.5Unf,1Story,2.5Fin,2.5Unf,2Story,SFoyer,SLvl,Flat,Gable,Gambrel,Hip,Mansard,Shed,BrkCmn,BrkFace,NA,None,Stone,BrkTil,CBlock,PConc,Slab,Stone,Wood,N,Y
149,4,3,1962.0,3,572.0,888,1950,3,1,9,5,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
150,5,4,1764.0,3,656.0,1120,2004,3,1,5,5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
151,9,4,3108.0,5,716.0,1992,2006,4,3,11,5,3,3,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
152,6,3,2328.0,3,442.0,1478,1957,4,1,6,4,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
153,7,4,2680.0,4,610.0,950,1996,3,2,8,5,1,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
154,5,3,1302.0,3,297.0,912,1985,0,1,5,2,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
155,6,3,2244.0,4,388.0,1326,2005,0,2,6,5,1,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
156,8,3,1204.0,3,461.0,1204,1987,0,2,5,3,1,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
157,6,3,2391.0,3,442.0,798,1964,0,1,7,3,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
158,4,3,1749.0,3,576.0,960,1970,0,1,6,3,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
159,5,3,1596.0,4,447.0,1236,1996,2,1,6,3,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
160,5,3,1416.0,4,576.0,1416,2007,0,2,7,5,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
161,7,4,2802.0,4,619.0,946,1988,3,2,7,5,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
162,5,3,2128.0,3,0.0,1088,1950,0,2,11,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
163,7,4,2199.0,4,474.0,764,2004,0,2,6,5,1,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
164,5,3,1524.0,3,308.0,816,1957,0,1,5,3,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
165,5,3,1473.0,3,336.0,536,1976,0,1,4,3,1,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
166,7,3,1111.0,3,288.0,572,1950,4,1,5,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
167,6,3,1752.0,3,440.0,855,1978,3,2,7,3,1,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
168,4,3,1272.0,2,280.0,672,1950,0,1,5,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
169,5,3,2186.0,3,506.0,1126,1984,0,1,5,3,1,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
170,5,3,992.0,3,319.0,992,1954,0,1,6,5,2,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
171,6,3,1376.0,4,576.0,752,1950,0,1,7,5,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
172,7,4,1218.0,4,676.0,1218,2010,0,2,4,5,3,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
173,5,3,2030.0,4,312.0,888,1995,4,1,7,5,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
174,7,3,2305.0,3,478.0,1601,1978,3,2,7,3,1,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
175,7,3,2495.0,3,342.0,1313,1999,4,2,10,4,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
176,6,4,1966.0,4,393.0,807,2003,4,2,7,5,1,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
177,5,3,1932.0,3,288.0,1092,1962,1,1,6,3,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
178,7,4,3591.0,4,983.0,1325,1994,3,2,9,5,1,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
179,6,3,1143.0,3,264.0,483,1971,0,1,5,3,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
180,4,3,1121.0,3,440.0,1121,2004,0,2,5,5,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
181,6,3,1836.0,3,923.0,1236,1996,0,1,6,3,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
182,5,3,1862.0,3,495.0,1074,1975,0,1,6,5,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
183,1,2,733.0,2,487.0,733,1952,0,1,4,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
184,7,4,2318.0,4,543.0,884,2003,0,2,8,5,1,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
185,7,4,1266.0,4,453.0,1266,2005,3,2,6,5,1,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
186,8,4,3572.0,4,541.0,2129,2000,3,2,9,5,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
187,8,4,2393.0,4,754.0,1464,2007,0,2,6,5,1,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
188,7,3,2602.0,4,487.0,1216,1966,4,2,8,5,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
189,8,5,2576.0,5,666.0,1264,2006,4,2,10,5,3,3,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
190,9,4,4016.0,5,670.0,1414,2006,4,3,11,5,3,3,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
191,8,4,2709.0,4,529.0,1743,1976,2,0,5,5,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
192,6,3,3134.0,4,714.0,1567,1977,3,2,5,3,1,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
193,7,3,1370.0,3,479.0,1370,1976,3,2,6,3,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
194,5,3,3134.0,3,968.0,1338,1969,0,2,12,3,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
195,8,4,2712.0,5,754.0,1590,2006,0,2,6,5,3,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
196,7,4,1450.0,4,788.0,1450,2009,0,2,6,5,3,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
197,6,3,1338.0,3,528.0,846,1950,0,2,7,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
198,7,4,1456.0,4,400.0,728,2007,4,2,8,5,3,3,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
199,10,5,2448.0,5,968.0,2392,2003,5,2,8,5,1,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
200,4,3,1495.0,3,297.0,530,1970,0,1,4,3,1,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
201,10,5,2772.0,5,812.0,1026,2008,5,2,10,5,1,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
202,7,4,2385.0,4,600.0,1108,1998,3,2,8,5,1,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
203,7,3,2010.0,3,240.0,918,1950,4,2,7,4,1,1,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
204,7,4,1456.0,4,400.0,728,2007,0,2,7,5,3,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
205,5,3,1316.0,3,624.0,548,1980,0,1,5,4,1,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
206,6,3,3752.0,3,864.0,1370,1950,4,2,10,3,1,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
207,5,3,1306.0,3,528.0,1264,1977,3,1,7,3,1,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
208,7,4,1557.0,4,420.0,1557,2004,3,2,7,5,1,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
209,6,3,2244.0,3,541.0,1287,1977,2,1,5,3,1,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
210,6,3,1582.0,3,480.0,1004,1970,3,1,5,5,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
211,7,4,1162.0,4,483.0,1162,2007,0,2,6,5,1,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
212,7,4,1436.0,4,529.0,1436,2009,0,2,6,5,3,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
213,5,3,1594.0,4,300.0,960,2003,0,1,6,5,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
214,5,3,2266.0,3,336.0,1196,1968,0,1,6,3,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
215,8,4,1293.0,4,430.0,1269,2005,3,2,6,5,1,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
216,5,4,1962.0,4,230.0,1031,2005,0,1,5,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
217,4,3,720.0,2,280.0,448,1998,0,1,5,5,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
218,6,3,2529.0,3,505.0,1505,1953,3,1,6,5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
219,5,3,954.0,2,240.0,954,1950,4,1,5,5,1,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
220,6,3,1500.0,4,564.0,750,2006,0,2,6,5,3,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
221,5,3,1965.0,3,368.0,1050,1961,0,1,6,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
222,8,4,2687.0,4,618.0,2079,1994,0,2,9,5,1,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
223,6,3,2761.0,3,564.0,1252,1975,4,1,4,4,1,2,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
224,7,3,1430.0,3,400.0,774,2000,3,2,7,5,1,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
225,5,3,1950.0,4,576.0,1114,2004,0,2,6,5,1,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
226,6,3,2107.0,3,402.0,1224,1999,0,2,5,5,1,3,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
227,9,4,2504.0,5,656.0,1134,2007,4,2,11,5,1,3,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
228,5,3,1888.0,3,528.0,760,1950,0,2,5,5,1,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
229,6,3,2669.0,3,658.0,1497,1963,4,3,9,2,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
230,9,5,3242.0,5,1052.0,1702,2008,4,1,7,5,3,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
231,6,4,2292.0,4,600.0,1509,1989,2,2,5,5,1,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
232,7,3,1933.0,4,642.0,961,1970,4,1,7,4,1,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
233,7,3,1535.0,4,528.0,1240,1985,0,2,6,4,1,2,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
234,7,4,1821.0,4,400.0,1166,2005,0,2,5,5,1,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
235,5,4,1464.0,3,0.0,764,2002,0,2,7,5,1,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
236,6,3,3038.0,4,510.0,1652,1991,4,1,6,4,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
237,6,3,2590.0,4,509.0,1182,1968,4,2,8,3,1,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
238,6,3,1879.0,3,504.0,1092,1964,0,1,6,5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
239,7,4,2197.0,3,451.0,1122,1950,4,2,7,5,1,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
240,5,3,1488.0,3,569.0,1488,2002,5,1,7,4,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
241,5,3,1664.0,3,240.0,1624,1952,4,1,6,5,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
242,6,4,1382.0,4,460.0,1362,2006,4,2,6,5,1,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
243,7,4,2120.0,4,462.0,1218,2008,0,2,6,5,3,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
244,6,3,2028.0,3,288.0,1068,1950,4,1,5,3,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
245,6,3,2401.0,2,576.0,1625,1979,3,2,6,3,1,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
246,7,4,2477.0,4,504.0,1064,1987,3,2,5,4,1,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
247,6,3,1874.0,4,286.0,1050,2000,0,1,6,5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
248,4,3,1195.0,3,352.0,907,1957,0,1,5,5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
249,2,3,845.0,3,256.0,640,1950,0,1,4,5,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
250,8,4,2501.0,4,751.0,1251,1995,3,2,9,5,1,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
251,5,3,2268.0,3,504.0,1209,1966,0,1,6,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
252,4,3,1026.0,3,231.0,453,1950,0,1,5,3,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
253,8,4,2959.0,4,670.0,1601,2002,3,2,6,5,1,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
254,7,4,2332.0,4,502.0,1336,2006,0,2,6,5,3,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
255,4,3,1656.0,3,440.0,1095,1985,0,2,8,4,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
256,5,3,1124.0,3,0.0,1124,1954,4,1,5,4,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
257,7,4,2436.0,3,431.0,1008,2001,3,2,8,5,1,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
258,3,3,2139.0,3,420.0,1014,1970,0,2,7,3,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
259,6,3,1716.0,3,312.0,780,1950,0,1,6,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
260,3,3,1306.0,2,0.0,1306,1966,0,1,6,5,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
261,4,4,672.0,3,308.0,672,2005,0,1,4,4,1,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
262,5,3,1945.0,4,257.0,1160,1968,0,1,6,5,1,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
263,4,3,1697.0,3,286.0,930,1953,0,1,5,3,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
264,4,2,988.0,2,0.0,708,1950,0,1,5,4,1,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
265,6,4,2005.0,4,529.0,1575,1992,0,2,5,4,1,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
266,5,3,1832.0,3,286.0,1059,1966,0,1,6,4,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
267,4,3,1662.0,3,440.0,1005,1964,0,1,5,3,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
268,7,4,2667.0,4,650.0,1057,2001,3,2,7,5,1,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
269,7,4,1200.0,4,480.0,520,2005,0,2,4,5,1,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
270,8,4,2690.0,4,795.0,1804,2003,4,2,9,5,1,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
271,5,3,1630.0,4,495.0,833,1984,0,1,5,3,1,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
272,6,4,1456.0,3,429.0,728,2006,0,2,8,4,3,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
273,5,3,1411.0,4,720.0,864,2002,0,1,5,4,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
274,6,3,1586.0,3,435.0,1586,1998,3,2,7,3,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
275,5,3,2329.0,3,300.0,1370,1956,3,1,6,5,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
276,6,3,1686.0,4,0.0,914,2002,0,1,4,5,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
277,7,4,1571.0,4,430.0,1555,2006,3,2,7,5,1,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
278,6,3,2249.0,3,452.0,716,1980,3,2,6,3,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
279,5,3,1488.0,3,461.0,882,1972,0,1,5,3,1,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
280,5,3,1812.0,3,495.0,1167,1950,4,1,6,3,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
281,9,5,3004.0,5,944.0,1800,2008,4,2,6,5,3,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
282,6,3,1970.0,4,440.0,855,1975,3,2,6,3,1,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
283,7,4,1660.0,4,493.0,831,2002,0,2,7,5,1,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
284,7,3,1482.0,4,392.0,812,1992,3,2,7,4,1,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
285,6,3,2712.0,3,552.0,1522,1984,3,2,7,5,1,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
286,9,5,3794.0,5,780.0,2036,2008,5,2,9,5,1,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
287,5,3,1650.0,3,672.0,1595,1991,0,2,5,3,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
288,7,4,1686.0,4,462.0,891,2005,0,2,8,5,1,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
289,7,3,2653.0,3,784.0,1344,1998,0,2,8,5,1,3,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
290,5,3,1801.0,3,928.0,1652,1970,0,2,8,3,1,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
291,4,3,1337.0,3,263.0,832,1956,0,1,5,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
292,7,3,1920.0,4,487.0,1222,1992,3,3,8,4,1,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
293,6,4,1510.0,4,420.0,848,2004,0,1,3,5,1,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
294,7,3,2112.0,3,440.0,1055,1975,2,2,4,3,1,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
295,6,3,2294.0,4,431.0,1291,1997,4,1,6,5,1,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
296,6,3,720.0,3,484.0,720,2003,0,1,5,4,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
297,4,3,1450.0,3,297.0,526,1973,0,1,5,3,1,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
298,5,3,2342.0,2,295.0,986,2005,3,2,7,2,1,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
299,7,4,1728.0,4,572.0,864,2004,0,2,7,5,1,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
300,8,4,2469.0,4,477.0,1239,1995,2,1,4,5,1,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
