,overall_qual,tot_liv_area,exter_qual,kitchen_qual,garage_area,bsmt_qual,year_remod/add,fireplace_qu,full_bath,totrms_abvgrd,heating_qc,sale_type,exterior_1st,neighborhood,1.5Fin,1.5Unf,1Story,2.5Fin,2.5Unf,2Story,SFoyer,SLvl,Flat,Gable,Gambrel,Hip,Mansard,Shed,BrkCmn,BrkFace,NA,None,Stone,BrkTil,CBlock,PConc,Slab,Stone,Wood,N,Y
150,5,1764.0,4,3,656.0,3,2004,3,1,5,5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
151,9,3108.0,4,5,716.0,5,2006,4,3,11,5,3,3,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
152,6,2328.0,3,3,442.0,3,1957,4,1,6,4,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
153,7,2680.0,4,4,610.0,4,1996,3,2,8,5,1,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
154,5,1302.0,3,3,297.0,3,1985,0,1,5,2,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
155,6,2244.0,3,4,388.0,4,2005,0,2,6,5,1,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
156,8,1204.0,3,3,461.0,4,1987,0,2,5,3,1,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
157,6,2391.0,3,3,442.0,3,1964,0,1,7,3,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
158,4,1749.0,3,3,576.0,3,1970,0,1,6,3,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
159,5,1596.0,3,4,447.0,3,1996,2,1,6,3,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
160,5,1416.0,3,4,576.0,3,2007,0,2,7,5,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
161,7,2802.0,4,4,619.0,4,1988,3,2,7,5,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
162,5,2128.0,3,3,0.0,3,1950,0,2,11,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
163,7,2199.0,4,4,474.0,4,2004,0,2,6,5,1,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
164,5,1524.0,3,3,308.0,3,1957,0,1,5,3,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
165,5,1473.0,3,3,336.0,4,1976,0,1,4,3,1,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
166,7,1111.0,3,3,288.0,3,1950,4,1,5,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
167,6,1752.0,3,3,440.0,3,1978,3,2,7,3,1,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
168,4,1272.0,3,2,280.0,4,1950,0,1,5,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
169,5,2186.0,3,3,506.0,4,1984,0,1,5,3,1,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
170,5,992.0,3,3,319.0,2,1954,0,1,6,5,2,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
171,6,1376.0,3,4,576.0,3,1950,0,1,7,5,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
172,7,1218.0,4,4,676.0,4,2010,0,2,4,5,3,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
173,5,2030.0,3,4,312.0,3,1995,4,1,7,5,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
174,7,2305.0,3,3,478.0,4,1978,3,2,7,3,1,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
175,7,2495.0,3,3,342.0,3,1999,4,2,10,4,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
176,6,1966.0,4,4,393.0,4,2003,4,2,7,5,1,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
177,5,1932.0,3,3,288.0,3,1962,1,1,6,3,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
178,7,3591.0,4,4,983.0,4,1994,3,2,9,5,1,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
179,6,1143.0,3,3,264.0,3,1971,0,1,5,3,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
180,4,1121.0,3,3,440.0,4,2004,0,2,5,5,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
181,6,1836.0,3,3,923.0,3,1996,0,1,6,3,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
182,5,1862.0,3,3,495.0,4,1975,0,1,6,5,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
183,1,733.0,2,2,487.0,0,1952,0,1,4,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
184,7,2318.0,4,4,543.0,4,2003,0,2,8,5,1,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
185,7,1266.0,4,4,453.0,4,2005,3,2,6,5,1,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
186,8,3572.0,4,4,541.0,4,2000,3,2,9,5,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
187,8,2393.0,4,4,754.0,4,2007,0,2,6,5,1,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
188,7,2602.0,3,4,487.0,3,1966,4,2,8,5,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
189,8,2576.0,5,5,666.0,5,2006,4,2,10,5,3,3,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
190,9,4016.0,4,5,670.0,5,2006,4,3,11,5,3,3,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
191,8,2709.0,4,4,529.0,4,1976,2,0,5,5,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
192,6,3134.0,3,4,714.0,3,1977,3,2,5,3,1,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
193,7,1370.0,3,3,479.0,4,1976,3,2,6,3,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
194,5,3134.0,3,3,968.0,3,1969,0,2,12,3,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
195,8,2712.0,4,5,754.0,5,2006,0,2,6,5,3,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
196,7,1450.0,4,4,788.0,4,2009,0,2,6,5,3,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
197,6,1338.0,3,3,528.0,2,1950,0,2,7,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
198,7,1456.0,4,4,400.0,4,2007,4,2,8,5,3,3,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
199,10,2448.0,5,5,968.0,5,2003,5,2,8,5,1,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
200,4,1495.0,3,3,297.0,4,1970,0,1,4,3,1,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
201,10,2772.0,5,5,812.0,5,2008,5,2,10,5,1,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
202,7,2385.0,4,4,600.0,4,1998,3,2,8,5,1,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
203,7,2010.0,3,3,240.0,3,1950,4,2,7,4,1,1,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
204,7,1456.0,4,4,400.0,4,2007,0,2,7,5,3,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
205,5,1316.0,3,3,624.0,3,1980,0,1,5,4,1,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
206,6,3752.0,3,3,864.0,4,1950,4,2,10,3,1,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
207,5,1306.0,3,3,528.0,3,1977,3,1,7,3,1,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
208,7,1557.0,4,4,420.0,4,2004,3,2,7,5,1,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
209,6,2244.0,3,3,541.0,4,1977,2,1,5,3,1,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
210,6,1582.0,3,3,480.0,3,1970,3,1,5,5,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
211,7,1162.0,4,4,483.0,4,2007,0,2,6,5,1,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
212,7,1436.0,4,4,529.0,5,2009,0,2,6,5,3,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
213,5,1594.0,3,4,300.0,3,2003,0,1,6,5,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
214,5,2266.0,3,3,336.0,4,1968,0,1,6,3,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
215,8,1293.0,4,4,430.0,4,2005,3,2,6,5,1,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
216,5,1962.0,4,4,230.0,3,2005,0,1,5,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
217,4,720.0,3,2,280.0,2,1998,0,1,5,5,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
218,6,2529.0,3,3,505.0,3,1953,3,1,6,5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
219,5,954.0,3,2,240.0,2,1950,4,1,5,5,1,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
220,6,1500.0,3,4,564.0,4,2006,0,2,6,5,3,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
221,5,1965.0,3,3,368.0,3,1961,0,1,6,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
222,8,2687.0,4,4,618.0,4,1994,0,2,9,5,1,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
223,6,2761.0,3,3,564.0,4,1975,4,1,4,4,1,2,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
224,7,1430.0,3,3,400.0,4,2000,3,2,7,5,1,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
225,5,1950.0,3,4,576.0,4,2004,0,2,6,5,1,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
226,6,2107.0,3,3,402.0,5,1999,0,2,5,5,1,3,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
227,9,2504.0,4,5,656.0,4,2007,4,2,11,5,1,3,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
228,5,1888.0,3,3,528.0,3,1950,0,2,5,5,1,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
229,6,2669.0,3,3,658.0,3,1963,4,3,9,2,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
230,9,3242.0,5,5,1052.0,5,2008,4,1,7,5,3,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
231,6,2292.0,4,4,600.0,4,1989,2,2,5,5,1,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
232,7,1933.0,3,4,642.0,3,1970,4,1,7,4,1,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
233,7,1535.0,3,4,528.0,4,1985,0,2,6,4,1,2,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
234,7,1821.0,4,4,400.0,4,2005,0,2,5,5,1,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
235,5,1464.0,4,3,0.0,3,2002,0,2,7,5,1,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
236,6,3038.0,3,4,510.0,3,1991,4,1,6,4,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
237,6,2590.0,3,4,509.0,4,1968,4,2,8,3,1,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
238,6,1879.0,3,3,504.0,4,1964,0,1,6,5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
239,7,2197.0,4,3,451.0,3,1950,4,2,7,5,1,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
240,5,1488.0,3,3,569.0,0,2002,5,1,7,4,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
241,5,1664.0,3,3,240.0,3,1952,4,1,6,5,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
242,6,1382.0,4,4,460.0,4,2006,4,2,6,5,1,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
243,7,2120.0,4,4,462.0,4,2008,0,2,6,5,3,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
244,6,2028.0,3,3,288.0,2,1950,4,1,5,3,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
245,6,2401.0,3,2,576.0,4,1979,3,2,6,3,1,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
246,7,2477.0,4,4,504.0,4,1987,3,2,5,4,1,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
247,6,1874.0,3,4,286.0,3,2000,0,1,6,5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
248,4,1195.0,3,3,352.0,3,1957,0,1,5,5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
249,2,845.0,3,3,256.0,0,1950,0,1,4,5,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
250,8,2501.0,4,4,751.0,4,1995,3,2,9,5,1,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
251,5,2268.0,3,3,504.0,4,1966,0,1,6,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
252,4,1026.0,3,3,231.0,3,1950,0,1,5,3,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
253,8,2959.0,4,4,670.0,4,2002,3,2,6,5,1,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
254,7,2332.0,4,4,502.0,4,2006,0,2,6,5,3,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
255,4,1656.0,3,3,440.0,3,1985,0,2,8,4,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
256,5,1124.0,3,3,0.0,0,1954,4,1,5,4,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
257,7,2436.0,4,3,431.0,4,2001,3,2,8,5,1,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
258,3,2139.0,3,3,420.0,2,1970,0,2,7,3,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
259,6,1716.0,3,3,312.0,3,1950,0,1,6,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
260,3,1306.0,3,2,0.0,3,1966,0,1,6,5,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
261,4,672.0,4,3,308.0,3,2005,0,1,4,4,1,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
262,5,1945.0,3,4,257.0,3,1968,0,1,6,5,1,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
263,4,1697.0,3,3,286.0,4,1953,0,1,5,3,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
264,4,988.0,2,2,0.0,3,1950,0,1,5,4,1,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
265,6,2005.0,4,4,529.0,4,1992,0,2,5,4,1,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
266,5,1832.0,3,3,286.0,3,1966,0,1,6,4,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
267,4,1662.0,3,3,440.0,3,1964,0,1,5,3,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
268,7,2667.0,4,4,650.0,4,2001,3,2,7,5,1,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
269,7,1200.0,4,4,480.0,4,2005,0,2,4,5,1,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
270,8,2690.0,4,4,795.0,5,2003,4,2,9,5,1,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
271,5,1630.0,3,4,495.0,4,1984,0,1,5,3,1,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
272,6,1456.0,4,3,429.0,4,2006,0,2,8,4,3,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
273,5,1411.0,3,4,720.0,3,2002,0,1,5,4,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
274,6,1586.0,3,3,435.0,4,1998,3,2,7,3,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
275,5,2329.0,3,3,300.0,3,1956,3,1,6,5,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
276,6,1686.0,3,4,0.0,4,2002,0,1,4,5,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
277,7,1571.0,4,4,430.0,4,2006,3,2,7,5,1,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
278,6,2249.0,3,3,452.0,4,1980,3,2,6,3,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
279,5,1488.0,3,3,461.0,3,1972,0,1,5,3,1,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
280,5,1812.0,3,3,495.0,3,1950,4,1,6,3,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
281,9,3004.0,5,5,944.0,5,2008,4,2,6,5,3,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
282,6,1970.0,3,4,440.0,3,1975,3,2,6,3,1,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
283,7,1660.0,4,4,493.0,4,2002,0,2,7,5,1,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
284,7,1482.0,3,4,392.0,4,1992,3,2,7,4,1,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
285,6,2712.0,3,3,552.0,4,1984,3,2,7,5,1,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
286,9,3794.0,5,5,780.0,5,2008,5,2,9,5,1,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
287,5,1650.0,3,3,672.0,4,1991,0,2,5,3,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
288,7,1686.0,4,4,462.0,4,2005,0,2,8,5,1,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
289,7,2653.0,3,3,784.0,4,1998,0,2,8,5,1,3,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
290,5,1801.0,3,3,928.0,3,1970,0,2,8,3,1,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
291,4,1337.0,3,3,263.0,3,1956,0,1,5,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
292,7,1920.0,3,4,487.0,3,1992,3,3,8,4,1,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
293,6,1510.0,4,4,420.0,4,2004,0,1,3,5,1,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
294,7,2112.0,3,3,440.0,4,1975,2,2,4,3,1,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
295,6,2294.0,3,4,431.0,4,1997,4,1,6,5,1,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
296,6,720.0,3,3,484.0,3,2003,0,1,5,4,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
297,4,1450.0,3,3,297.0,4,1973,0,1,5,3,1,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
298,5,2342.0,3,2,295.0,3,2005,3,2,7,2,1,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
299,7,1728.0,4,4,572.0,4,2004,0,2,7,5,1,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
300,8,2469.0,4,4,477.0,4,1995,2,1,4,5,1,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
301,5,2285.0,3,3,356.0,3,1958,0,2,7,4,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
302,7,1839.0,3,2,234.0,3,1950,4,1,7,5,1,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
